Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
-27.00000	8.19918;93.53397	8.71067;90.47948	11.13954;91.38587	10.48060;114.45451	9.97442;115.27660	10.59601;118.02241	9.97095;119.28352	10.38575;113.00427	12.03157;105.30708	9.65612;112.30046	8.33103;112.72990	8.93913;118.82226	9.33374;124.50422	10.66844;134.25441	10.47471;142.23692	9.45258;124.78159	11.89387;136.98680	14.00108;151.05434	13.82011;158.56673	14.83223;153.42152	15.45189;154.25373	14.18603;158.49746	8.64410;155.17537	8.64908;111.60055	8.57536;113.45610	7.56497;120.27445	7.28305;136.43831	8.34251;139.82009	10.49887;98.62518	7.13528;115.02915	8.29123;121.72630	7.39139;177.93824	27.66072;170.62903	24.75299;166.65127	23.93460;173.75693	23.11016;183.23062	24.80372;186.81424	19.53891;204.67322	11.41346;241.97286	10.10488;323.17199	15.56594;356.07170	12.11717;358.69654	10.10792;14.02288	8.38379;30.26887	8.86639;44.21834	12.53935;52.67889	14.14779;56.48242	13.46502;59.10291	12.34097;60.08721	13.34044;61.47816	15.78935;72.15617	14.78680;75.41937	12.86713;80.78528	11.20476;84.96693	9.57858;90.93023	11.17788;81.08938	11.92656;70.67910	
-28.00000	10.56846;95.70011	10.81670;94.55688	10.43860;92.23368	8.17889;86.55957	9.68597;102.90671	10.02415;110.76151	11.89322;109.45666	12.39924;108.13102	12.24152;107.68402	9.22102;114.04711	8.40454;113.06635	7.65256;108.83535	8.48992;115.65567	9.72202;128.24473	10.82629;145.68221	9.55818;126.41546	11.51287;128.67341	12.90210;144.60983	14.71915;148.94670	15.27566;154.67082	15.34484;154.43149	15.90398;155.58386	11.67126;161.56203	8.33546;119.72168	7.17751;115.91967	8.53664;126.28540	9.70363;133.73382	11.15741;124.55942	9.02423;94.19993	4.00745;122.64171	8.36991;130.19573	10.19372;171.68695	25.73675;179.74654	24.17824;167.42523	24.25270;173.64510	22.91377;176.05983	24.68733;183.23684	22.67899;183.10078	6.43997;224.35186	13.11525;352.54256	17.30428;6.60531	12.74510;5.54191	9.89806;16.19269	10.13631;31.87960	11.28248;36.97453	12.39255;44.94916	12.36530;48.93270	12.13749;52.29322	12.72499;56.21769	13.68190;65.73996	14.30968;70.77497	13.72619;72.64791	12.03578;77.41599	10.93430;84.58637	10.26936;90.13166	10.36175;87.91109	11.59478;60.46957	
-29.00000	8.59973;92.46143	10.01832;84.71972	8.98247;93.76706	8.88968;96.37132	8.25099;97.63969	9.47959;102.12102	10.83836;105.38220	13.43401;115.74564	12.25416;133.02019	9.06932;133.50627	7.47123;121.61824	8.95463;107.60110	8.86323;120.86247	8.35218;127.32062	10.14347;143.69009	8.66128;136.57321	9.29920;114.96335	11.10520;133.10620	14.89489;139.01103	14.37907;157.35571	14.28293;154.10451	16.31625;152.39088	14.51687;158.09601	10.02632;120.30841	11.85045;114.37473	11.66488;111.84573	11.70388;121.42235	11.96253;127.56632	10.84165;129.39783	4.51518;146.32362	7.94039;128.78905	5.01290;191.73041	22.82652;181.28967	24.00201;163.84299	25.22795;167.08381	25.16232;165.99811	26.77092;170.17108	26.46210;168.50022	12.38631;165.14156	10.52153;17.25994	14.90079;31.81365	9.41810;16.52368	11.03671;14.17086	11.28050;25.26681	12.64542;27.37254	12.93840;27.36965	13.65497;35.21720	11.63689;49.76308	13.09493;53.01273	13.57772;60.54305	13.15019;66.86480	12.40791;71.91986	11.13532;75.37913	10.71668;80.59303	10.93522;84.98160	10.29617;91.00063	11.04105;69.49118	
-30.00000	7.38111;81.97659	9.52443;86.37727	8.26076;88.95992	8.00079;94.36967	8.34328;98.13142	11.69068;104.60003	14.38207;107.68803	14.44134;105.61700	13.63522;117.69387	13.93770;121.84360	14.38823;121.20536	11.02970;139.56737	7.97257;136.62021	10.16079;122.89658	12.57199;131.55261	12.45111;146.26776	8.16874;132.88818	5.22469;123.51270	18.44647;142.55289	11.04778;171.36206	13.29771;156.76292	16.04541;150.93528	15.22564;155.00211	9.10813;148.40291	9.66302;110.57493	11.29767;106.52362	10.56173;112.24592	9.09155;125.15460	11.19607;141.06055	9.30650;149.97012	7.61862;131.42109	5.12343;186.45686	27.21690;174.20390	25.64951;156.81965	26.24577;155.64068	27.40608;160.25542	27.34659;160.24098	26.96367;156.38812	21.21201;154.31317	11.30121;62.67246	11.44118;54.40348	6.06219;23.26855	7.81580;358.85994	12.88239;12.74449	11.57504;20.68105	9.99106;32.66356	12.47504;34.67313	13.44923;48.04049	12.72892;50.81956	12.53094;58.30458	11.64375;62.00178	11.36648;65.81068	10.60266;70.57511	11.06034;77.73223	11.86385;82.14326	11.56467;82.10593	10.91612;73.33985	
-31.00000	9.35088;53.96387	9.23495;74.90777	7.40246;84.40319	10.22912;92.57478	13.47594;91.23980	14.19445;91.42347	13.33505;95.71890	12.79145;100.41855	11.32433;106.00214	11.21112;112.82161	11.89794;117.09672	11.13174;130.43200	10.55855;124.62044	10.77961;117.34133	12.63345;129.56853	13.42733;141.55393	9.91345;131.51038	16.93390;117.94172	7.59663;174.05162	9.47069;164.76860	14.00335;154.22104	14.08530;155.52529	12.17983;165.12984	10.80078;165.27848	8.35840;100.56776	8.84320;91.83531	8.19225;98.60673	5.73828;109.36607	12.46768;134.30516	4.87799;159.79296	5.60839;140.42835	3.88539;217.11068	25.97856;163.58820	27.71875;152.25250	28.51917;152.72237	29.52847;156.30367	28.77146;155.98406	27.41968;153.83095	24.36050;151.18119	10.85868;141.25690	9.00867;29.93963	6.49768;20.59817	6.81817;9.93228	9.35378;23.64574	10.88384;25.10962	11.87452;34.55635	14.40036;47.20449	14.18649;43.37325	13.32880;45.88631	12.62513;50.22831	10.82591;54.05810	10.48709;54.13269	10.33666;61.67589	10.01406;70.66114	10.90748;71.97836	11.27461;73.52405	11.03729;73.00113	
-32.00000	9.00109;51.22425	10.43808;56.93140	8.16841;72.88023	11.32978;79.61163	11.83783;79.55546	10.32204;79.97252	8.93295;78.11545	12.64978;82.84987	17.07802;92.23679	17.36703;99.01530	17.83148;103.52270	17.51923;109.34165	11.69785;106.96553	10.63543;111.91420	9.97278;129.74123	11.77747;132.76605	9.56947;134.67081	9.24703;123.10213	7.41294;163.95554	10.86759;157.36122	10.09908;163.87434	8.84430;176.21943	7.97246;179.21166	8.97132;160.11235	5.13398;125.50742	7.60994;78.70011	5.87246;90.33873	11.65446;101.65290	8.58601;122.14288	5.52888;158.09759	3.13435;162.52133	11.27776;164.36118	24.24625;156.51371	26.96010;151.42449	28.18115;152.84815	29.19453;156.75683	29.85095;152.40706	28.85402;151.45978	27.10655;148.50071	22.32641;146.52023	13.60466;142.05106	1.88339;114.63678	3.41586;348.17851	8.07743;17.31866	11.67304;24.60188	14.83253;39.04797	14.61929;43.87944	12.59315;41.95303	12.93750;46.95438	11.24504;51.89395	8.81660;57.79912	7.53323;55.60874	7.68246;52.13265	8.36051;57.11910	8.25386;60.59153	8.50209;61.23168	8.98597;60.16288	
-33.00000	8.07632;34.11079	13.66190;54.04155	13.35950;62.82350	9.25747;54.64134	17.40195;63.53226	15.37027;69.18359	14.72669;68.81371	15.33242;71.65923	15.83737;81.74359	16.49992;91.59590	17.05085;97.92226	18.61057;103.94335	19.34511;104.61433	13.94548;110.19804	7.10102;129.22319	10.02707;125.54801	11.83302;128.34965	7.30336;120.44853	7.82791;163.54061	8.00471;176.91248	8.43647;180.37717	8.84023;172.13270	9.40867;171.10282	7.41914;168.95209	4.30406;169.06561	6.00127;59.02351	6.55604;68.68440	9.03808;93.86736	4.74302;133.83764	3.59735;177.58874	4.83121;166.23437	21.91763;142.53861	23.91489;149.67920	25.40126;149.76566	26.61652;151.03522	27.82353;153.95410	29.77418;155.88141	28.93347;151.49276	28.30949;146.25538	25.91967;146.97613	21.02979;143.31652	7.67054;155.29889	6.47170;217.67877	7.16682;336.14638	13.21311;20.66654	16.18923;37.08454	13.51210;41.88612	11.23109;44.97896	11.93291;50.67842	10.04809;57.96407	7.18495;55.30387	6.15635;55.49707	5.80833;48.47315	5.89890;34.29751	5.53149;33.96928	5.81833;40.67812	5.57056;42.87890	
-34.00000	14.90599;38.27473	19.47799;37.17638	18.77629;44.56379	17.30385;44.22627	16.26818;51.17447	14.31967;49.20552	13.73898;53.49165	14.99800;62.92351	14.96090;71.97938	15.02336;82.99544	15.83723;92.74862	16.92293;96.78135	17.20099;100.77279	16.05101;106.84612	11.05322;112.98028	10.09285;118.95921	14.34100;120.45098	5.23211;134.03663	6.08081;166.12812	7.38897;167.91703	7.05814;166.25232	8.04556;157.97752	8.93356;163.91932	8.10594;164.37734	4.91459;174.58481	12.29173;82.97928	9.72931;90.49876	10.85155;105.48016	4.69510;115.50414	4.67559;228.30316	17.02584;139.17591	20.75780;138.36334	22.74074;148.46341	23.25005;148.69942	24.85196;148.83641	26.20864;147.64777	27.22094;150.68192	29.50381;154.76874	29.70367;148.93979	28.22842;147.15146	29.31818;146.65762	26.30215;140.36141	16.12481;156.63363	7.40083;299.39956	11.33771;16.09517	12.60576;28.77828	14.79552;30.01098	13.68202;49.07290	9.65556;55.00137	8.55102;46.10525	6.43861;38.47881	4.85966;27.07752	4.84471;24.38498	5.01702;30.14139	4.90454;37.41491	4.31954;46.13045	3.13345;39.71455	
-35.00000	21.52735;42.76788	22.66894;35.72901	21.49469;36.36832	18.01506;36.05010	16.46482;35.28683	15.06197;33.26349	14.03664;41.22698	14.54131;51.84019	14.38871;62.05364	14.13041;73.03577	14.53742;83.32503	15.07048;93.04176	15.27198;96.81946	15.86023;102.84566	16.25108;103.03057	16.05763;111.51806	6.53334;120.36442	11.27979;124.34732	4.21672;160.35470	7.68730;151.00450	7.33046;148.80955	8.51471;151.65052	8.17317;158.64648	8.50428;158.19616	7.51986;166.39481	11.87257;72.65381	9.98886;69.26909	10.18465;109.91864	2.72166;158.19859	6.01798;209.59567	13.25149;128.77138	16.90440;132.86580	20.72867;142.66695	22.08529;155.15371	23.04066;147.49248	24.64909;149.62518	26.39161;148.12792	26.94278;149.80545	27.96895;151.96382	29.53199;147.12791	28.54512;145.69202	28.55992;145.16772	28.02930;140.14864	15.62074;143.10871	14.41675;50.46545	11.96241;59.73083	11.64955;49.26286	9.64270;43.85652	8.57387;41.95825	5.78991;27.70927	4.72906;18.94883	3.00808;13.61598	2.15380;317.30055	4.93426;346.96563	4.62688;1.87451	4.09041;22.86073	3.40312;51.49353	
-36.00000	20.81251;34.53608	20.67952;29.68810	19.71004;27.13112	18.64332;26.65054	16.93742;21.44730	15.24340;23.21394	14.08062;30.45913	14.22981;44.34693	13.69757;52.93659	13.39848;62.01846	13.76468;71.98468	13.68580;82.99288	13.45020;91.50225	14.34593;95.09722	14.69089;99.90478	15.15685;103.77783	10.69679;113.56499	17.36388;118.57053	14.44451;122.53092	6.13936;145.34386	8.21840;145.18228	9.54229;151.57118	9.27744;153.73560	6.14838;161.12970	4.81421;155.85664	5.04352;121.63788	3.73104;137.89297	3.15548;124.92262	3.36515;242.10273	17.78899;196.17931	15.61284;120.14039	18.45031;129.94392	20.69325;142.68015	19.63562;156.95036	20.80586;149.97360	22.98225;150.69452	23.88202;148.18444	24.57936;147.97156	25.59551;147.70035	26.84024;151.02923	27.79234;149.26991	26.59314;142.47507	26.33223;140.48145	25.15462;145.54119	27.49366;139.78053	11.48118;136.52295	6.77459;18.34657	8.23862;14.02313	6.91499;25.11711	4.41431;352.21779	3.89119;332.52354	4.99852;320.95045	3.13438;334.55056	7.05159;308.37368	7.80550;323.52677	6.28255;333.56180	4.84423;338.58283	
-37.00000	19.66679;21.08630	19.74246;19.48040	18.70271;17.79844	16.41436;17.55520	14.70913;14.40904	15.67455;16.86190	13.90367;22.83676	13.94820;34.16843	13.52373;42.41939	13.45238;51.85998	12.74670;61.94602	12.05610;69.17473	12.36067;79.33330	13.41193;88.73020	13.07330;95.88861	14.21666;99.70574	15.25296;107.09790	16.27657;110.00824	17.01384;114.43041	5.06073;137.25702	4.90913;150.17633	6.03602;154.59853	6.42902;157.02433	6.22078;152.08970	3.96404;169.79216	3.90587;139.72346	2.49510;155.82314	0.31236;278.56426	3.02897;264.10647	15.11727;128.56316	18.85564;128.88212	18.93481;138.95019	18.16239;151.27894	17.53594;152.81858	19.86854;150.06878	21.03164;152.82156	20.98531;150.57373	21.76885;149.58815	22.40460;147.03240	23.61562;144.42998	25.00402;149.73523	26.72032;150.46605	25.14434;143.96286	23.06062;141.83952	22.80829;144.33631	22.47027;147.95153	22.01517;143.71189	13.78038;137.64694	3.79055;335.82450	5.52604;348.12484	4.97943;319.60734	6.48743;306.66732	8.12084;297.25200	3.54358;298.56982	10.40170;301.87827	9.66948;331.53386	8.06414;292.23740	
-38.00000	21.08086;10.30485	20.39599;9.78371	18.70249;10.00763	14.36759;8.40198	14.28937;10.66945	15.07522;10.95640	14.59093;15.33412	13.59158;23.60639	14.17444;33.32395	12.77854;42.97197	11.22257;46.50190	11.46625;54.81462	11.95459;66.17751	11.96730;78.88353	12.43062;86.81768	13.27393;95.60957	13.40862;105.12617	13.90701;108.64261	14.74223;110.70990	11.36122;114.41637	3.56947;126.29577	2.24954;141.05024	2.52913;163.57492	4.87053;126.11984	3.52149;125.38326	2.27569;50.43443	2.53366;324.48941	1.40183;322.69154	12.41230;130.29959	19.12571;136.30541	18.60174;140.67816	16.79221;149.81088	15.12992;151.75907	16.41914;143.98210	19.15567;150.00848	19.24294;155.45689	19.50217;150.52217	20.50978;149.51959	21.23749;149.95005	20.62818;145.83823	21.69032;145.56367	23.29051;151.80515	24.19450;152.79675	24.41237;151.14923	22.43470;146.73263	19.86914;144.60112	20.46625;152.68779	21.68562;155.11187	20.17550;160.09330	10.26065;176.74190	4.78652;303.21896	6.79463;278.50726	7.92381;283.66330	2.42873;18.48280	0.53907;26.30634	2.06152;75.55232	6.49262;287.24146	
-39.00000	22.98180;1.26011	21.34230;3.40915	20.11769;4.32228	16.93033;3.21588	15.38992;3.67231	14.61365;8.41357	14.29186;10.29509	13.86947;13.42858	14.88574;20.54116	13.26457;28.12731	11.42294;34.22280	11.17661;43.35095	11.53569;51.16981	10.84151;63.01228	10.84422;75.25382	11.26463;88.48513	11.14553;95.21741	11.77902;102.14627	12.51350;109.04853	13.49248;118.70664	14.15425;125.93192	13.75308;130.50028	13.00106;141.49538	11.30963;122.95534	11.96873;88.13859	7.98497;84.81264	11.82781;114.26939	12.45127;129.36808	12.70176;132.20881	14.24402;141.80544	14.12267;150.83127	15.37376;149.34933	15.57284;145.10583	16.08636;138.69879	17.82493;148.01714	18.02088;153.47641	17.11271;147.04462	18.73561;148.87619	20.11396;151.38910	20.25214;150.69168	19.67037;150.46089	19.73600;152.90749	20.69778;157.96377	21.64417;159.35964	21.73839;159.57348	21.98499;161.25266	20.80799;160.97771	17.81172;161.86561	17.21055;169.54929	17.40718;178.08019	16.57392;178.39173	10.54337;197.17884	4.97022;252.91012	3.80635;33.22749	2.34041;349.53937	6.68130;310.51632	6.91227;295.48413	
-40.00000	21.43709;346.20317	23.24056;357.03756	22.71459;358.25910	20.12671;358.39282	18.16306;357.80056	16.99334;1.53316	16.27181;2.93008	14.29061;3.23603	15.63682;7.57911	14.67369;13.17837	12.95268;18.87817	11.43529;29.24475	10.13358;37.71401	9.37769;44.24416	9.18896;54.42710	8.77551;68.52147	8.85737;83.13950	9.53801;99.74336	9.49611;109.64041	10.12258;110.92692	11.03485;123.82443	12.80660;135.41202	14.37297;142.84339	10.82289;120.26310	9.77281;74.25811	11.46842;84.95425	9.56586;107.82008	9.40978;130.51785	12.24566;130.36454	13.40717;147.60717	12.54574;157.29682	14.26566;152.72616	16.62314;151.76277	15.99678;149.31206	16.70267;152.96975	16.98689;159.90822	15.16046;147.06791	16.12030;152.45544	17.32948;159.97352	18.57970;162.68352	18.92056;163.84034	18.73673;164.11666	18.61763;165.92023	18.74191;169.95932	19.15806;171.36345	20.08848;173.59981	20.05368;175.17861	19.75216;179.05324	19.39452;183.48041	17.90131;188.91408	17.62095;201.34836	13.53121;239.68135	7.48599;214.96521	5.35827;256.91861	4.35351;324.26604	4.43841;221.20009	7.24939;275.84818	
-41.00000	22.87080;342.64307	22.97976;348.15303	23.20863;354.27508	21.83503;354.43659	19.00916;351.55006	18.18503;351.99375	17.15225;353.43393	16.24308;355.21187	15.82450;355.80366	16.05436;357.62815	14.62110;3.70767	12.83457;8.96586	10.73677;13.53810	8.78087;17.50838	7.14161;30.05438	5.37271;47.53667	4.32124;40.23787	4.51549;60.61000	5.40623;97.71989	6.49650;116.91773	7.71373;133.46839	9.60299;136.18922	11.77360;142.87091	12.30439;138.18906	4.46042;131.48424	8.04758;114.27444	4.78665;145.23863	10.18052;168.88102	10.64519;149.73603	11.07920;160.23934	11.46070;172.03385	11.65680;163.17263	12.99286;164.11936	14.51107;166.70279	14.33209;162.71273	15.59893;173.61447	14.15076;170.69553	14.61245;172.27088	15.01783;174.79637	14.93871;174.75825	16.60080;177.20058	16.80657;178.75273	17.55344;180.44414	17.39581;180.35898	18.23533;183.24732	19.33587;187.23647	19.51122;190.06386	20.07336;194.55972	19.66780;197.66312	18.91250;200.04600	12.36696;202.96209	3.99231;87.58813	12.90063;136.07448	7.97777;175.41745	3.72074;212.51940	8.38142;248.87472	9.74023;289.95380	
-42.00000	24.83447;341.13960	25.57397;345.03211	25.49253;345.73276	24.82651;348.37774	23.26593;351.25857	19.84009;346.75209	19.19992;347.57627	17.79202;350.11060	16.43614;346.35983	15.65271;347.06138	15.86648;350.91388	14.72451;354.18780	12.39388;352.40328	10.39073;353.58654	7.43683;358.80183	3.75816;350.52696	1.04107;329.19219	2.26840;343.00448	4.45235;330.98427	1.79916;328.81224	2.77127;149.86680	5.65767;149.39073	7.29703;150.36871	9.09551;140.66321	3.71328;98.55894	1.73124;31.47348	1.36975;215.51027	8.89561;198.92194	10.38741;182.14491	10.14351;187.21081	11.52780;190.23744	9.51723;179.66145	10.98231;180.95626	12.75859;180.76698	12.97840;181.61869	13.77180;181.61764	14.72131;183.26552	14.31440;184.90463	14.89615;185.87426	14.83498;186.27834	16.02893;190.68581	16.01622;192.94667	15.19489;193.99180	16.89097;193.22542	17.67891;192.59372	18.78606;196.79805	21.15431;204.10148	20.22597;208.29404	21.32524;212.75719	17.36556;210.06070	4.18746;201.88290	1.95095;279.93721	8.34547;165.47176	14.50058;164.63171	14.24625;161.47111	11.11613;166.95282	10.46142;181.49063	
-43.00000	21.93746;325.94383	27.88071;337.38259	28.40555;339.19248	27.04786;344.67735	25.37074;347.45024	23.92318;347.59895	22.48343;341.83448	21.54645;346.99182	18.96891;342.77942	17.47366;341.24659	16.62555;343.69665	15.52592;343.24167	14.16411;339.09516	13.00634;334.27747	10.85722;331.20943	7.93633;313.95801	6.71182;295.01389	5.18134;277.93342	4.29271;285.11108	5.02667;292.38978	5.88434;288.60314	4.16065;268.86227	3.52780;215.58172	4.74100;194.52738	1.41304;141.46206	1.16988;295.25787	4.50780;266.62803	12.48103;218.49954	9.11049;204.04938	10.95508;209.62635	9.82785;196.20536	8.60882;187.68313	10.83856;195.07307	11.18451;196.94532	12.11888;198.18792	12.91541;195.58412	13.42238;195.65247	13.88632;198.05450	14.83339;199.92858	15.05144;202.20264	15.66122;204.17911	16.25088;201.43361	15.98184;203.93065	15.47402;204.04068	17.62946;203.91117	20.39382;205.00667	20.92849;212.74098	24.01334;222.15545	18.36796;232.43400	3.85301;179.27734	2.28238;120.56624	3.50234;127.62676	12.83459;154.38966	16.79093;158.28481	17.83672;157.36140	18.25192;156.87272	15.86497;165.45296	
-44.00000	22.10206;332.33064	24.12393;330.29921	25.00927;340.39471	25.82405;342.35473	25.16670;344.73363	24.46204;343.72377	24.45369;338.94287	23.71137;338.76555	22.63903;344.44587	20.08905;338.55171	18.62799;337.97987	17.04278;339.01410	15.69374;332.08281	14.40728;327.22762	13.72336;324.04721	11.45302;314.39488	10.48113;304.26772	9.15607;292.90151	7.50515;287.06454	6.06114;290.79477	5.80609;278.25001	6.78319;278.07205	7.31460;276.33178	7.43709;261.40481	8.39616;251.49374	10.65398;256.93486	12.89770;250.95610	10.93218;237.53350	9.24408;231.66007	11.94799;228.84564	9.72570;212.68637	9.94312;213.55027	11.69306;214.22106	12.06879;212.95036	12.38762;213.42076	13.30630;217.92123	14.23844;220.49864	15.27682;221.28057	15.31697;220.82134	14.91846;218.00921	14.96415;217.30902	16.29970;215.53053	15.88815;212.61098	15.36421;212.21823	16.21468;212.29735	20.53652;210.01597	22.59478;218.47505	5.36964;170.43743	0.95812;360.00000	4.29228;117.42379	9.14021;117.75854	11.35256;144.79419	14.27274;165.88995	15.88803;167.50769	16.36321;166.43093	17.46899;168.71257	17.64655;170.74520	
-45.00000	27.25944;329.15536	25.18842;332.94454	26.39235;334.74856	28.89432;343.60350	27.90886;343.41160	24.91159;337.73367	25.47455;329.91728	27.05643;332.80167	24.72608;339.95955	22.85803;336.94536	21.85001;334.55200	20.62938;334.43940	18.38253;328.94065	16.85892;318.83334	15.59378;315.07575	13.28572;312.84775	10.79182;306.39310	9.91948;303.42537	10.02104;294.63619	9.48546;288.22331	8.94240;280.79210	9.23707;273.71021	10.87076;269.31211	12.23218;268.63776	12.80668;258.67301	11.98907;249.10255	10.55692;240.89109	9.34942;246.74510	11.89634;250.52881	12.64847;249.62946	10.55972;244.93978	11.60622;243.34054	13.37985;238.53374	13.84555;232.09397	14.06792;228.38881	14.74434;223.24779	15.93274;221.66663	16.84319;225.01870	17.39062;230.40598	17.06276;234.73473	16.48934;233.33003	16.56981;228.05276	16.40064;223.94353	15.38485;224.95393	14.45459;223.19631	14.67321;202.23976	2.94412;185.73694	3.87289;178.87005	4.68988;168.35241	5.95313;130.89553	8.46566;145.49622	8.17604;186.01015	11.00747;192.84597	13.85805;192.83739	16.36086;187.05662	16.76557;180.85167	15.82300;180.21116	
-46.00000	31.85937;328.26883	31.29894;332.55966	29.01069;337.11849	27.99903;336.90953	27.96092;338.13942	27.15091;338.21383	24.87033;328.33734	25.12916;325.94116	24.88665;329.66561	24.94410;334.78890	24.00029;333.71304	23.03695;328.73361	20.93294;327.98503	18.40594;324.48202	15.57624;318.16160	13.77950;315.20003	13.00325;306.64892	13.14583;297.89507	13.04274;293.29053	12.09751;289.12495	10.03603;285.83717	11.07217;275.26319	12.34568;265.66564	13.27585;260.29770	13.43199;257.60700	13.50972;252.76696	12.30691;249.93648	12.07921;249.06841	12.08931;247.59982	11.92467;243.83593	11.72317;246.67417	13.83211;246.04650	14.85354;240.42903	14.33109;234.37830	14.68380;227.59672	16.13798;222.76439	17.32034;221.03651	18.11816;222.12566	18.51705;223.05174	18.95500;223.92801	18.93604;230.46478	18.81726;240.56712	17.11022;242.53250	16.60366;239.05695	15.70838;240.68164	4.23492;278.26548	3.06250;308.26507	3.60538;310.80233	4.54411;286.36354	9.47965;220.34260	9.29995;204.48657	9.75050;215.47394	12.15005;220.55556	13.33675;217.32419	13.81566;208.45090	16.00119;201.23140	17.39168;196.69311	
